11;STONEGUARD SINGLE
100433;FUEL PUMP STUD
100498;NUT EXHAUST MANIFOLD
100499;SEAL FR COVER SPIT3
100500;BOLT C/WHL TO CAM
100562;SHIM PIN HD 0.003
100563;SHIM 0.005IN PIN HD
100564;SHIM 0.010IN PIN HD
100572;FELT WASHER H/BRAKE
100682;FILTER ASSY OIL PUMP
100726;GAITER BALL JOINT
100751;COLLAR SPRING TR2-6
100792;TUBE PUSH ROD TR34
100844;CROSS PIN
100846;BEARING SPACER
100858;USE 88G446
100869;STUD STEEL WHEEL RR
100892;NUT 5/8 SLOT
100898;SEAL DIFF NOSE >TR4
100954;BUSH PB PEDAL SHAFT
101042;BADGE HUB CAP TR2/3
101070;UNION 3WAY B/PIPE
101229;LOCK TAB FRONT SHOCK
101302;NUT MALE HEATER PIPE
101343;ADAPTOR WATER PIPE
101359;DIFF GASKET TR2-4
101407;LOCK STOP LIMITER
101434;BRG RR HUB MINOR
101442;STUD MANIFOLD EXH.
101533;THRUST WASHER F SUSP
101539;TRUNNION PIN
101557;TRUNNION TR2-3A-4E
101585;BUSH 3RD SPEED GEAR
101615;BUSH LWR W/BONE
101668;NUT RH THREAD
101669;NUT 9/16 UNF LH THRE
102014;SHIM STARTER MOTOR
102076;WASHER SPIT/HERALD
102139;DIPSTICK TR2-4A
102228;BUSH TR2-6 UPP WBONE
102238;OIL PRES/PIPE SS
102262;6 SPL CROWN WHEEL &
102266;DYNAMO PULLEY TR2-4A
102474;STUD MANIFOLD INLET
102564;V/SPRING INNER
102689;CAP GREASE FR HUB2-6
102690;D WASHER-SPIT & TR
102801;THRUST WASHER DIFF.0
102987;BUSH S/ABS RR SPIT
103222;DRAIN PLUG
103611;STATOR TUBE END NUT
103810;NUT CYL.HEAD TR5-6
103811;SEAL RR AXLE L/HEED
104086;USE 104086Z
104433;BRG BALL 3MO SPITFIR
104438;T/WASHER MAINSHAFT
104445;SPRING SYNCHRO 3/4
104449;USE 51K3424
104556;BEARING DIFF PINION
104581;KEY 3/16 X 1/4 X 1IN
104582;DEFLECTOR RR HUB
104618;CONNECTOR 1 IN 1 OUT
104662;SEAL FR CRANK TR2-4A
104737;H/BRAKE PAWL
104738;FULCRUM PIN-H/BRAKE
104740;SPRING H/B BUTTON
104749;HB CABLE FORK END
104750;CLEVIS PIN H/BRAKE
104818;FUEL TAP TR2/3
104829;ROCKER SHAFT SPIT 1
104859;SCREW R/SHAFT-C/SUNK
104860;DRIVE GEAR 1500
104939;GSKT DIST.PEDEST.006
104966;OIL PUMP SHAFT
105036;ACORN NUT FOR COIL
105063;STEERING BUSH & PIN
105114;PLATE CAM LOCATING
105115;KEY CRANK >68
105121;STUD 1500C/HEAD 4.25
105123;STUD R/COVER
105124;STUD EX MANIFOLD SHT
105125;STUD EX MANIFOLD LNG
105131;TIMING CHAIN SIMPLEX
105143;BUSH PB SPIGOT SPIT
105159;PEDAL PAD-TR2 & INNS
105176;HOSE HEATER TR23A
105312;BOLT USE WITH 105313
105313;LOCK TAB C/ROD
105321;GASKET REAR COVER
105438;NUT-STRG COL INNER
105537;PULLEY W/PUMP 4CYLTR
105539;LINER 83MM STD
105578;BRACKET EXHAUST STRA
105592;GASKET-T/STAT COVER-
105598;HOSE BYPASS TR2-4A
105625;LAYGEAR TR2/3/3A
105626;Use 105626SR
105627;INNER HUB-1ST.GEAR
105629;GEAR 2ND SPEED
105630;3RD SPEED GEAR TR2-6
105728;IDLER LEVER TR2/3/3A
105732;T/WASHER CRASH FIRST
105752;SPRING CLUTCH SHAFT
105758;GASKET G/BOX T/COVER
105788;GEAR LINKAGE ROLLER
105803;VALVECAP TR2-4 STEEL
105811;USE 112470
105925;LINK S/ABS RR TR2-4
106022;FORK CLUTCH TR2-6
106050;USE 506129A
106092;CIRCLIP M/CYL
106095;SEAL IN M/CYL CAP
106191;CROSS TUBE TR2-3A
106196;FULCRUM PIN
106231;SHACKLE PIN RR TR2-4
106269;GASKET G/BOX T/COVER
106270;T/WASHER RR SPIT
106271;T/WASHER LAYSHAFT
106347;PLATE-SPRING ANCHOR
106388;SPRING SYNCHRO 1/2
106428;STEADY BRKT-ENG MNT
106437;GASKET G/BOX RR EXT
106481;PLUNGER
106489;SPRING PLUNGER
106641;LOCKTAB CALLIPER
106650;TIE ROD STRG
106663;VALVE COTTER EA
106685;KNOB (SIDE-HEAD)
106689;DASH KNOB (WIPER)
106706;LOCK TAB DYNAMO
106752;BRACKET-PEDAL SUPPT.
106764;THROTTLE ROD LONG
106841;S/ABS MOUNT+TUBE NUT
106843;LOWER SHOCK MOUNT
106845;BUMPSTOP FRONT TR2-4
106937;MANIFOLD GASKET
106957;USE FHS2512
106959;CYL HEAD STUD 5IN
106960;CYL HEAD STUD 9IN
106968;PUSH ROD FOR TR2-4A
107055;3/8 UNC STUD 2 3/8IN
107106;SPACER-STRG.ARM 2-6
107246;OIL PRV HOUSING
107250;HUB PULLEY TR2-4A
107356;FILTER AIR ASSY TR2
107430;BRACKET LWR FULCRUM
107535;REAR SHACKLE TR2-4
107562;FELT STRIP TANKMOUNT
107563;FELT STRIP TANK RET
107590;THERMOSTAT BELLOWS T
107602;EXHAUST BRACKET
107626;VALVE INLET TR2-4A
107631;H/BRAKE RATCHET
107632;PAWL H/BRAKE TR24
107634;BOLT PIVOT
107680;KNOB LGHT RHEOSTAT
107682;SPACER F-SPRG TR2-4
107688;U BOLT TR2 LOCKHEED
107749;Use 146542K
107764;KNOB CHOKE CABLE
107769;BUSH TR2-4 RR SPRING
107857;LOCK PLATE FAN TR2-6
107858;BALANCE FAN TR2-4
107934;STAY FOR GUIDE-TR2-3
107936;IGN SWITCH BODY
107947;USE 138105
107960;BOLT PROPELLOR SHAFT
107963;WIPER ARM RHD-TR2-
107965;WIPER ARM LHD
107994;HEATER TAP EXTENSION
108012;ROCKER ARM NO1,3,5,7
108014;ROCKER ARM 4 CYL
108114;PLUG BLANKING
108168;LAYSHAFT 3SYNCHRO TR
108217;PIPE MASTER CYLINDER
108218;C/PIPE M/CYL-F/HOSE
108239;V/GUIDE EXH TR2-4
108242;VALVE COLLAR
108278;FRONT LH HUB TR2/3 N
108437;KNOB O/DRIVE
108457;B/LITE GRIP H/HBRAKE
108493;FAN HUB EXTN TR2-3A
108494;SHIM FOR CRANK BOLT
108496;FAN GROMMET TR2-6
108497;LOCK TAB CRANK FF
108499;SLEEVE STEEL FAN
108595;B/HOSE FR TR2/3 OE
108596;USE 108596Z
108611;RETAINER CUP-TR2-3B
108647;CABLE RED SIDELAMPS
108648;CABLE GREEN INDICATR
108649;CABLE BLACK EARTH
108650;CABLE HORN TR2-3A
108806;VALVE EXHAUST TR233A
108810;MAINS TR2-4A STD
108887;CLUTCH X SHAFT TR2-4
108951;NUT BRASS 3/8 M/FOLD
108977;O RING-STRG SPIT
109045;GEAR KNOB TR2/3/3A
109047;L/NUT G/KNOB TR2-3A
109054;OIL SEAL DIFF SPIT
109137;GEAR 1ST OUTER TR2-3
109182;USE 13H21
109311;STARTER KNOB TR3
109317;Use DMR30767
109438;BOLT STEERING CPLG
109487;SKIDSHIELD-RAD TR2&3
109495;ROCKER ADJ SCREW
109497;NOPLATE &STOPLAMPTR2
109521;COVER, RUBBER
109543;SEAL RR AXLE TR2
109582;SHIM ENGINE MOUNTING
109586;WHEEL NUT TR2-6
109637;FUEL PUMP TR2-4A
109746;SLAVE CYL TR2/3
109975;HUB, STEEL WHEEL
110016;PEDAL SHAFT
110365;STUD WIRE WHEEL TR24
110366;NUT WW ADAPTOR TR
110462;SCREW-CAMBRG RETAINR
110466;T/ROD END INN LH TR2
110467;T/ROD END INN RH TR2
110468;T/ROD END OUTER 2/3A
110515;BEARING DIFF 2PIECES
110695;BUSH INNER STEEL 2-4
110696;BUSH NYLON FSU TR2-4
110697;WASHER NYLON FSU 2-4
110737;BOLT CWP TO CARRIER
110748;NUT CYL.HEAD 1500
110762;S/CYL-CLUTCH SPIT I/
110774;JACK ASSY TR2/3A
110775;HANDLE JACK RATCHET
110962;NUT CYL HEAD 4CYL TR
111153;REVERSE GEAR TR2-3A
111164;ROD RAD SUPPORT TR2-
111258;VENT PULL KNOB
111423;BUSH BRONZE 2/3 GEAR
111424;BUSH 2ND GEAR M/SHFT
111456;STUD 5/16 UNF X 1.87
111869;V/GUIDE EXH TR &SPIT
111870;VALVE CAP STEEL
111874;PUSH ROD SPIT3
112019;CABLE VENT LID TR2/3
112032;BOLT STR ARM
112146;O/FILTER HSG GASKET
112347;BOLT FR SUSPENSION
112424;PLUNGER -G/LEVER TR
112447;GEAR LEVER TR2/3
112469;CABLE H/B RH TR2-3A
112470;CABLE H/B LH TR2-3A
112474;O/DRIVE SWITCH ORIG
112503;BUSH RR SPRING TR2-4
112509;THRUST PLUG
112516;PIN IN CLUTCH ARM
112635;NUT SLOTTED 5/8 UNF
112653;BOLT-RR HUB BRG-
112654;MAIN SHAFT BRG SNAP
112789;GSKT LINER TR 4CYL-8
112866;CARB INSULATOR
112867;GASKET 4 STUD CARB
112892;GASKET CARB-FILTER
113087;NUT ROADWHEEL
113122;GSKT MANIFOLD
113150;BOLT DISC/HUB TR3-6
113169;CYL HEAD STUD 9.5IN
113175;FLANGE REAR HUB INC
113181;PLATE, RR SPRING LH
113191;PLATE, RR SPRING RH
113194;U BOLT RR AXLE TR3G-
113229;THRUST WASHER L/SHAF
113230;LAYSHAFT SPIT
113241;CAP FOR TRUNNION
113256;BADGE HUB CUP 3G-4A
113431;SYNCHRO RING TR2-6
113454;CHOKE TRUNNION TR3
113522;USE AEC3027S
113569;OIL CAP TR2-4+SPITFR
113570;CYL HEAD STUD 5.38IN
114006;THRUST R/SPRING SPIT
114074;EXHAUST BRACKET
114178;GROMMET
114281;WHEEL STUD WIRE WHL
114282;WHEEL STUD FR STLWHL
114284;HUB FRONT TR3-6
114483;RACKTUBE FIRST
114485;WIPER ARM TR3/3A RHD
114486;W/BLADE OE STYLE
114488;WIPER ARM TR3-3B LHD
114530;METAL TANK TR3/3A AH
114749;GASKET DIFF SPITFIRE
114774;DRAIN PLUG-SQ TOPPED
115456;BUMP STOP RR AXLE TR
115467;GASKET T/STAT
115682;SHIM CALIPER MOUNT46
115696;STUD MANIFOLD EXH.
115701;LOCK WASHER FSU 2-4
115702;SEAL GREASE TR2-4
115763;STUB AXLE TR2-6
115776;LOCK TAB R/GEAR 3A-4
115784;FLEX HOSE-FUEL INLET
116496;WASHER REAR 3A-6
116516;DRY SEAL PLUG IN MAN
116638;C/PLATE TR2-4
117511;BEARING 3MO RR SPIT
117578;USE 117578Z
117590;B/ENDS TR2-4A STD
117853;BEARING NEEDLE ROLLE
117952;SEAL DIFF OUTPUT1500
118324;USE BH606111
118507;NEEDLE ROLLER BEARIN
118518;USE GEG615
118599;BOLT S/ABS RR SPIT.
118632;SCREW PLUG 6CYL&SPIT
118686;PLUG OIL GALLERY
119099;O RING
119142;BOLT FR TRUNNION
119245;SPRING PLATE-DISCPAD
119251;SPRING
119252;SPRING
119272;UPPER A ARM GT6-SPIT
119313;SPRING 6CYL R/SHAFT
119389;SINGLE GEAR-CRANK SP
119390;PLATE OIL THROWER
119450;USE 119450Z
119451;BUSH SPIT 3/4/1500
119758;STUD 1500 C/HEAD 4.5
119813;S/END BUSH1500/TR5/6
119891;LAYSHAFT RING RETAIN
119893;NEEDLE ROLLER LSHAFT
120139;SEAL H/BRAKE LEVER
120305;GASKET G/BOX SPIT3/4
120329;PIPE RIGID CARB-CARB
120331;FUEL PIPE RUBBER PIP
120694;ANGLE DRIVE G/BOX
120946;DAMPER PAD
120953;SPRING
120957;LOCK TAB S/RACK
121089;TUBE COL STRG OUTER
121215;DYNAMO ADJ SPIT 3
121217;HEAD STUD 1500 4-3/8
121273;VENT PIPE RIGID 3.25
121734;CYL HEAD STUD 5.56IN
121752;LIFTING EYE
121766;CABLE H/B SPIT&GT6
121791;BUSH RUBBER ARB TR4
121792;RETAINER ASSEMBLY AR
121797;LINK ARB TR4
121860;LOCKTAB REAR HUB
122022;SHIM FRT SUSP SPIT
122075;SPRING G/BOX TR2-6
122126;SEAL F SUSP SPIT
122132;USE ADP210
122137;TOP MTG FR SPRING
122231;LOCATING WASHER
122289;PEDAL RUBBER TR2-6
122534;SEAL FR SUSP SPIT
122553;CLAMP STRG RACK TR4
122554;U BOLT CLAMP
122566;G/BOX F/END CVR
122569;GASKET G/BOX FF S314
122653;LOCATING PIN
122718;END CAP STEERING COL
122719;BEARING WASHER STRG
122796;RUBBER PIPE
122806;HUBCAP SPITFIRE
123135;BRAKE LEVER SPIT
123502;CLAMP BRKT ARB TR6
123694;U BOLT ARB CLAMP TR6
123759;EARTH TAG LUCAR
123803;SCREW DIFF BRG COVER
123998;BUSH A/ROLL BAR TR6
124020;H/LAMP RIM WIDE TR
124734;ENG MNTG FR 2.5
124744;HOUSING-STAT TR2-4A
125054;BOLT CLINCH LINK
125074;STUD
125170;FUEL HOSE CARB-CARB
125217;GAITER M/CYL SPIT&TR
125251;GSKT DIST PEDESTAL .
125252;GSKT DIST.PEDEST.020
125361;GREASE NIPPLE
125482;LINK ARB LH SPIT&GT6
125677;KNOB(PANEL)RHEOSTAT
125781;SCREW-STEERING CLAMP
125957;LT LEAD LUCAR TYPE
126784;PEDESTAL DISTRIBUTOR
126862;L/SHAFT BRG(SHELLED)
126893;VALVE INLET SPITFIRE
127311;CABLE H/B RR-VIT MK1
127651;SWITCH IGNITION DASH
127741;COUPLING
127830;LEVER TIE ROD RH
127831;LEVER TIE ROD LH
127916;NO PLATE LAMP CHROME
128002;RACK BUSH
128021;SEAL RACK & PINION
128023;BALL PIN SERV REPMT
128042;BRACKET SLAVE CYL
128043;CLUTCH STAY ROD 2-4A
128055;G/BOX X MEMBER TR4
128100;USE 152770
128105;LAYSHAFT TR4-6 OE SP
128107;LAYGEAR TR4/4A/5-6 (
128110;REVERSE GEAR TR4-6
128135;DRIVESHAFT SHORT
128262;USE 12B2062
128318;FAN HUB EXTN TR4/4A
128323;BOLT STEERING CPLG
128334;USE 111870
128335;CAP EX VALVE OUTER
128378;GREEN WARNING LIGHT
128469;S/GUARD 1/2SHAFT
128484;VOLTAGE STABILISER
128638;OIL SEAL HOUSING
128978;O/SEAL INR HALFSHAFT
129077;PLUG-DRAIN 1500BLOCK
129120;SHAFT OPERATING
129283;CABLE H/B LH TR4
129284;CABLE H/B RH TR4
129358;BUSH CLUTCH PIVOT
129361;BOLT PROPSHAFT
129410;CLUTCH FORK PIN
129412;TOLERANCE RING
129839;CIRCLIP
129862;BUSH,REV GEAR,TR4-6
129937;SHAFT REVERSE GEAR
129938;LOCK PLATE WASHER
129939;BUSH 2ND SPEED
129940;USE 153238
129941;SHIM 0.118
129942;SHIM 0.121
129943;WASHER 0.124 TR G/BO
129944;WASHER 0.127 TR G/BO
129954;SCREW C/SK UNC
129955;THRUST WASHER FR C/S
129956;THRUST WASHER RR C/S
130031;SHIM S/RACK 0.002IN
130032;SHIM S/RACK 0.010
130034;WIPER ARM TEX
130038;HOSE BOT RAD TR4/4A
130039;Use 130039SS
130355;BEARING DIFF CARRIER
130581;LEAD EARTH S/COL UJ
130757;BRKT.FR SUSP INNR RR
130882;BRAKE PIPE CLIP
130888;MNTG BRACKET EXH TR4
130890;EXH CLIP CENTRE TR24
130985;ENG MNTG ROUND TR4 1
131008;STUD TO ATTCH SPRING
131105;USE 37H4952
131106;W/ARM RHD LH ARM
131107;WIPER ARM LHD RH TR4
131108;WIPER ARM LH LHD TR4
131113;CABLE BATTERY POS
131114;CABLE STARTER TO SOL
131115;CABLE BATTERY NEG
131116;CABLE ENGINE EARTH
131179;EXHAUST VALVE 1147cc
131312;H/BRAKE GRIP
131338;LOOM O/D ON CAR
131339;LOOM O/D ON G/BOX
131492;RUBBR WASHER-A/CABLE
131535;OIL PRESSURE SPRING
131585;ROD RAD SUPPORT TR4
131661;BRK M/CYL .75 TR4
131690;SPACER-RR G/BOX MNTG
131796;MOUNT DIFF SPIT
131806;SPRING P/OFF H/BRAKE
131807;ANCHOR PLATE H/BRAKE
131963;ARB CLAMP BRACKET LH
131964;ARB CLAMP BRACKET RH
132023;1/2 SHAFT BOLT 1500
132053;SCREWED CAP
132065;STUB AXLE GT6
132068;WING NUT 1/4 UNF
132078;HOUSING GT6
132098;O RING OIL FILTER
132107;PISTON RELEASE VALVE
132292;SEAL FR G/BOX 1500
132317;WHEEL STUD RR 4A-6 S
132448;STUB AXLE DRUM BRAKE
132465;GASKET RR G/BOX
132495;3/8 UNF ROCKER STUD
132565;DRAIN TAP(WING TYPE)
132588;ROD & KNOB STR NON F
132665;GREASE CAP GT6
132666;D WASHER GT6
132669;ENG MNTG FR TR5/6
132763;LINK VERTICAL RH RR
132764;LINK VERTICAL LH RR
132856;BOLT 7/16 UNF
132872;DOWEL BOLT 3/8 UNF
132924;PLUG-CLOSING BREATHR
133061;HEATER TAP ADAPTOR
133070;SHIM-SPIT/GT6 SUSP.
133072;FUEL PIPE CLIP
133083;PIPE CLIP GROMMET
133234;WOODRUFF KEY
133235;SLEEVE
133364;RR LAMP GASKET TR4-5
133499;BRKT RH CALIPER USED
133500;BRKT LH CALIPER USED
133504;WISHBONE TOP FRONT
133507;W/BONE TOP REAR
133568;DIFF MOUNT S3-1500
133634;CIRCLIP BALLJOINT
133838;TRUNNION TR4 RH
133839;TRUNNION TR4 LH
133875;PLATE REINFORCER
133915;CABLE H/B SPITFIRE
134001;ROD & KNOB CRNK FLY
134065;BEARING PINION HD
134234;WASHER DIFF MOUNT 4A
134235;MOUNTING CONE DIFF
134236;MOUNTING CUP DIFF
134293;SHIM-SEAL F/SUSP TR4
134301;EARTH LEAD
134319;SEAL GREASE FR SUSP
134320;WASHER LOCK TR4
134464;VALVE INLET SPIT1&2*
134465;BEARING DIFF & O/D
134466;BEARING STAG
134480;GASKET DIFF TR4A-6
134529;USE 13H3735
134585;LOCK NUT THIN 4A-6
134591;KEY FOR KEYWAY
134670;THRUST WASHER 0.132
134688;PINION RACK LHD TR6
134733;CABLE TACHO 31IN
134936;GSKT/SPACER HS2 CARB
135095;PIN HOOD LOC MINOR
135217;STICK HOOD MINOR
136353;BRACKET S/CYL-G/BOX
136354;CLUTCH X SHAFT TR4A6
136482;CARB LINKAGE BOLT
136487;VALVE SPRING TR6
136567;VALVE EXHAUST TR4A
136575;V/GUIDE TR2/4 EXH CO
136609;PEDAL RUBBER T2000
136611;BUSH PEDAL
136758;BUMP RUBBER RR TR4A6
136818;STUD-RR SPRING LOC
136835;SPRING
136865;U BOLT TR4-4A
136869;BOLT DIFF 7/16 DIA
136936;BEARING
137075;5 WAY UNION
137206;PISTON SET 1147 STD
137346;SEAL DIFF NOSE STAG
137496;HOUSING HUB RR TR4A-
137497;STONEGUARD RAX TR4A-
137532;SPRING
137599;BUSH TRAILING ARM
137607;SWITCH CHOKE INDIC
137632;BOTTLE OVERFLOW TR56
137651;BUSH CROSS SHAFT
137742;PIPE OVERFLOW TR4A56
137743;CAP OVERFLOW BOTTLE
137811;PLUG R/SHAFT
137830;DRAIN TAP STAG
137834;COLLAR M/SHAFT
137845;CLAMP M/FOLD MEDIUM
137876;HEATER HOSE T2000
137881;GASKET 150CD CARB
137972;BUSH G/BOX MOUNTING
137973;MOUNTING BUSH
138051;SEALING RING
138073;USE 12G2134
138092;SPEEDO BRG & SEALS
138105;PINION FLANGE TR2-4
138143;BUSH RUBBER
138176;USE GZC1400
138211;B/ENDS SPIT 1-3 STD
138247;FORK H/BRAKE END
138272;SPACER REAR HUB 4A-6
138308;OIL PRESSURE PIPE
138311;SEAL KIT GT6 FILTER
138316;CABLE TACHO 29IN
138386;FUEL PIPE INC T
138490;BUSH THROTTLE SHAFT
138507;SLEEVE SPACER
138509;GAITER BALL JOINT
138514;WHEEL SPANNER TR2-8
138523;SEAL DIFF OUTPUT TR
138526;FLYWHEEL BOLT
138527;FLYWHEEL BOLT
138528;B/END BOLT TR4&4A
138530;ADAPTOR-WATERPUMP
138532;PLUG T/ARM TR4A-6
138563;NUT NYLOC RR HUB 4A>
138572;PUSHROD CLUTCH SLAVE
138586;GASKET WATER PUMP
138587;WATER PUMP GASKET
138591;GASKET FUEL PUMP
138701;GSKT WATER PUMP
138702;GASKET-PUMP HOUSING-
138708;O RING
138748;STRUT GAITER
138791;GSKT FUEL PUMP TR7
138792;GSKT W/PUMP BODY/HEA
138801;PLUG T/ARM TR4A-6
138810;PIPE ADAPTOR
138823;SPRING PACKING 4A-6
138861;NUT-LOCKING TR4A-6
138876;TOP STRUT MOUNT
138885;Use 138885SP
139041;GASKET FUEL PUMP
139057;L/TAB RR HUB 4A-6
139363;SHIM T/ARM MOUNT
139386;RACK MOUNT RUBBER 4A
139532;CIRCLIP
139580;MOUNTING BRACKETS
139727;SHIM FR SUSP
139832;SLEEVE LOW TRUN TR46
139833;BUSH NYLON 4A-6
139834;DUST SHIELD FR SUSPN
139835;BOLT LWR W/BONE HEX
139836;USE TE605141
139860;BALL PIN FOR 142687
139908;RING FUEL TANK FLOAT
139951;THRUST DIFF PIN.052
139952;THRUST DIFF PIN.056
139953;THRUST DIFF PIN.060
139954;THRUST DIFF PIN.064
139955;THRUST DIFF PIN.068
139956;THRUST DIFF PIN.072
140290;AXLE BUMP RUBBER TR4
140337;SEAL DIFF NOSE TR4A6
140373;CABLE H/B TR4A56
140416;WASHER RR SHK LINK
140419;USE DP508
140420;CLUTCH HOSE TR5-6
140479;WASHER RR DAMP LINK
140508;GEAR 2ND COUNTERSHAF
140509;3RD SPEED GEAR
140549;CLIP
140753;D/SHAFT GAITER 4A-6
140790;SHIM 0.030 INS.
140791;SHIM 0.010in
140792;SHIM 0.005 INS.
140793;SHIM 0.003 INCH
140892;NLA SUGGEST GSJ891
140893;NLA SUGGEST GSJ891
140894;SHIELD INN FR TRUNN
140895;SHIELD OUT FR TRUNN
140919;TRUNNION RH SPIT 3/4
140920;TRUNNION LH SPIT 3/4
140937;CLUTCH FORK 2000/2.5
141124;BRACKET BRAKE PIPE
141185;USE 142387
141218;NYLON BUSH RR SPIT
141221;BUSH STEEL RR HUB SP
141306;THRUST BRG STAG
